trajectory_id,x,y
2,16.39,21.17
2,16.43,21.07
2,16.5,20.94
2,16.61,20.76
2,16.81,20.47
2,16.81,20.2
2,16.8,19.92
2,16.77,19.55
2,16.75,19.13
2,16.74,18.96
2,16.77,18.82
2,16.81,18.67
2,16.84,18.56
2,16.85,18.47
2,16.84,18.38
2,16.82,18.3
2,16.8,18.2
2,16.78,18.08
2,16.75,17.91
2,16.72,17.64
2,16.68,17.39
2,16.63,17.24
2,16.58,17.13
2,16.54,17.03
2,16.52,16.93
2,16.5,16.81
2,16.49,16.7
2,16.49,16.58
2,16.52,16.43
2,16.57,16.3
2,16.66,16.17
2,16.79,16.02
2,16.18,16.36
2,15.92,16.37
2,15.63,16.39
2,15.36,16.38
2,15.0,16.36
2,14.41,16.39
2,13.81,16.54
2,13.64,16.6
2,13.51,16.59
2,13.35,16.57
2,13.2,16.56
2,13.03,16.57
2,12.86,16.59
2,12.66,16.61
2,12.38,16.65
2,12.06,16.66
2,11.8,16.65
2,11.58,16.57
2,11.19,16.46
2,10.61,16.3
2,10.83,15.91
2,11.19,15.58
2,11.5,15.22
2,11.56,15.08
2,11.6,14.94
2,11.62,14.79
2,11.66,14.62
2,11.7,14.42
2,11.74,14.15
2,11.74,13.77
2,11.63,13.5
2,11.45,13.19
2,11.17,12.74
2,11.1,12.53
2,11.09,12.37
2,11.08,12.18
2,11.06,11.93
2,11.04,11.69
2,11.0,11.52
2,10.94,11.34
2,11.11,12.31
2,11.32,13.14
2,11.64,14.0
2,11.64,14.98
2,11.63,15.98
2,11.69,16.76
2,11.77,16.94
2,11.83,17.13
2,11.91,17.35
2,11.98,17.57
2,12.02,17.85
2,12.0,18.16
2,11.95,18.35
2,11.88,18.54
2,11.78,18.78
2,11.66,19.1
2,11.54,19.49
2,11.41,19.94
2,11.47,20.17
2,11.48,20.26
2,11.48,19.23
2,11.7,18.4
2,11.91,17.46
2,11.95,16.54
2,12.04,16.07
2,12.21,15.51
2,12.39,15.32
2,12.6,15.1
2,12.95,14.7
2,13.06,14.43
2,13.07,14.31
2,13.08,14.23
2,13.08,14.13
2,13.06,14.04
2,13.05,13.95
2,13.06,13.84
2,13.04,13.64
2,12.99,13.34
2,12.97,12.92
2,13.06,12.47
